"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Início,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,"00 - ENVOLVIMENTO TODOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,2023-02-03,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - 4 INTERESSES - MULHER",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - VIU PAGINA DE CAPTURA + VIU 25% ADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"07 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - INICIOU COMPRA - 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"08 - ENVOLVIMENTO 365D + VIDEO VIEW 25%",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - VIEW PAGE -  60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - VIEW PAGE -  180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - 4 INTERESSES",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TODOS INTERESSES - MULHER",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - 4 INTERESSES - MULHER2",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TODOS INTERESSES - MULHER1",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,2023-02-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ENVOLVIMENTO TODOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,250,Diário,0,Contínuo,2023-02-05,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2023-02-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,250,Diário,0,Contínuo,2023-02-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados + envolvimento 30d",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,2023-02-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados + envolvimento 30d - AULA 01",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,2023-02-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados + envolvimento 30d - AULA 02",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,2023-02-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - viu pagina de captura + Cadastrados + envolvimento 30d - AULA 03",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,2023-02-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - INICIOU CHECKOUT + VIU PAGINA TODAS AS AULAS + LEADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 7D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 -  ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 7D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - INICIOU CHECKOUT + VIU PAGINA TODAS AS AULAS + LEADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 -  ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2023-02-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - LEADS  + INICIOU CHECKOUT",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2023-02-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] TODOS OS ENVOLVIDOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2023-02-26,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] TODOS OS ENVOLVIDOS 2",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,97,Diário,0,Contínuo,2023-02-26,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-05,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-05,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Instagram Post",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2024-06-10,0,0,,,,,0,0,0,,,,,0,0,,
